DATA,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,TOTAL
01/05/2022,Diumenge,3666.26,3438.26,3267.70,3161.60,3115.90,3108.77,3112.97,3100.78,3304.27,3575.44,3725.54,3797.10,3832.81,3910.22,3862.98,3694.06,3621.09,3644.57,3725.20,3890.052,4166.95,4371.30,4156.52,3862.85,0.00,87113.20
02/05/2022,Dilluns,3610.26,3432.42,3319.12,3279.86,3320.34,3520.69,4105.17,4607.23,4989.30,5158.93,5301.18,5338.44,5402.16,5401.52,5272.76,5152.93,5059.88,5009.15,4949.52,5034.463,5230.98,5230.03,4716.06,4338.08,0.00,110780.50
03/05/2022,Dimarts,4085.92,3886.58,3753.99,3715.04,3723.05,3893.60,4359.09,4832.70,5155.79,5301.35,5337.44,5469.62,5555.39,5545.60,5393.74,5268.13,5148.91,5104.86,5034.21,5144.595,5329.40,5327.92,4841.20,4424.08,0.00,115632.23
04/05/2022,Dimecres,4148.88,3965.55,3813.24,3765.45,3760.44,3940.01,4447.41,4909.26,5251.49,5377.02,5448.22,5508.83,5545.90,5523.53,5368.12,5288.66,5234.23,5198.44,5148.80,5298.791,5450.01,5357.06,4853.21,4457.01,0.00,117059.56
05/05/2022,Dijous,4201.98,4003.84,3871.77,3821.17,3843.06,3996.17,4417.60,4904.85,5211.38,5286.57,5324.40,5403.97,5411.92,5426.24,5345.07,5247.03,5172.08,5117.06,5027.91,5146.497,5322.28,5389.01,4906.07,4497.98,0.00,116295.92
06/05/2022,Divendres,4210.07,3976.38,3838.81,3784.81,3795.82,3973.83,4417.49,4882.79,5183.36,5263.18,5295.42,5302.59,5369.95,5346.57,5201.39,5098.20,5007.02,4942.93,4912.49,4964.636,5081.70,5120.11,4720.83,4376.50,0.00,114066.88
07/05/2022,Dissabte,4112.93,3962.00,3778.64,3712.29,3642.30,3626.43,3657.68,3752.70,4029.74,4317.20,4464.81,4491.93,4540.21,4585.66,4450.43,4251.04,4130.98,4089.49,4136.46,4199.737,4342.19,4541.28,4263.60,3976.20,0.00,99055.91
08/05/2022,Diumenge,3679.42,3459.78,3314.00,3232.72,3178.76,3193.81,3183.67,3222.72,3435.18,3718.57,3911.37,4015.42,4037.33,4207.24,4194.86,3956.58,3865.38,3830.65,3910.73,4070.506,4298.85,4551.12,4327.54,4031.10,0.00,90827.29
09/05/2022,Dilluns,3791.71,3602.40,3493.13,3474.13,3523.08,3709.30,4273.24,4748.30,5078.37,5189.77,5285.77,5265.53,5323.20,5332.94,5215.51,5153.60,5112.78,5095.06,5027.26,5114.846,5230.61,5278.60,4791.70,4416.14,0.00,112526.98
10/05/2022,Dimarts,4136.97,3921.12,3791.12,3730.73,3729.75,3883.19,4334.64,4798.53,5107.93,5224.69,5317.23,5381.34,5433.40,5442.78,5312.68,5242.91,5207.09,5154.53,5128.87,5218.4,5300.74,5306.59,4840.46,4450.96,0.00,115396.62
11/05/2022,Dimecres,4214.23,3976.56,3851.53,3802.31,3815.78,3973.75,4379.38,4831.21,5102.25,5215.03,5304.36,5369.92,5493.64,5506.04,5358.48,5287.43,5235.08,5221.39,5097.73,5198.593,5295.13,5314.12,4850.83,4468.37,0.00,116163.14
12/05/2022,Dijous,4217.28,3995.97,3872.86,3840.08,3835.94,3988.64,4346.22,4843.34,5149.61,5247.02,5325.18,5396.20,5476.15,5468.40,5343.11,5262.06,5216.29,5201.21,5133.90,5174.462,5277.60,5274.32,4819.45,4419.78,0.00,116125.08
13/05/2022,Divendres,4187.16,4034.77,3886.59,3835.89,3842.66,3946.80,4361.16,4787.02,5110.59,5230.37,5277.58,5363.88,5428.70,5437.64,5269.42,5179.88,5105.37,5062.38,4998.43,5028.362,5106.59,5164.30,4715.81,4397.20,0.00,114758.57
14/05/2022,Dissabte,4135.41,3952.57,3797.76,3719.91,3666.35,3644.05,3648.45,3763.58,4051.55,4341.88,4511.18,4556.86,4561.09,4630.16,4497.89,4320.96,4239.54,4203.68,4238.40,4313.943,4420.64,4584.32,4317.46,4001.69,0.00,100119.35
15/05/2022,Diumenge,3740.95,3614.36,3458.32,3367.98,3339.03,3320.74,3291.19,3361.43,3562.12,3793.36,4018.62,4114.47,4198.27,4307.93,4252.20,4098.16,4002.68,3975.67,4086.01,4195.379,4373.74,4577.48,4391.27,4091.03,0.00,93532.36
16/05/2022,Dilluns,3858.06,3664.60,3562.00,3522.85,3538.78,3743.08,4180.00,4678.82,5029.83,5208.64,5333.83,5450.31,5535.16,5579.83,5459.93,5395.06,5394.40,5348.56,5249.22,5292.163,5346.57,5363.23,4906.65,4470.33,0.00,115111.92
17/05/2022,Dimarts,4235.92,4100.76,3916.42,3852.44,3865.76,3973.99,4395.79,4875.84,5194.67,5369.08,5499.90,5597.82,5694.54,5704.24,5573.13,5505.46,5506.92,5490.59,5407.12,5423.766,5462.72,5439.81,4991.53,4557.78,0.00,119636.00
18/05/2022,Dimecres,4314.77,4178.83,4033.32,3979.14,3991.46,4091.30,4495.52,4977.41,5346.63,5541.73,5704.53,5838.78,5978.58,5983.00,5853.36,5816.44,5738.72,5673.74,5571.15,5572.184,5565.76,5542.74,5052.33,4656.82,0.00,123498.26
19/05/2022,Dijous,4379.93,4162.28,4082.74,4037.40,4039.24,4111.75,4524.88,5032.79,5387.28,5558.50,5692.77,5809.91,5945.37,5948.58,5811.23,5756.06,5703.38,5677.97,5572.59,5580.431,5595.91,5524.02,5058.10,4633.99,0.00,123627.10
20/05/2022,Divendres,4359.32,4131.75,3985.67,3926.18,3919.56,4054.94,4455.52,4904.85,5286.56,5492.11,5601.92,5728.92,5896.20,5937.66,5744.78,5663.13,5601.98,5566.90,5435.17,5425.786,5436.67,5378.56,4997.82,4611.74,0.00,121543.70
21/05/2022,Dissabte,4415.12,4206.84,4012.83,3889.88,3851.84,3836.92,3820.75,3969.26,4183.52,4504.48,4720.78,4800.98,4908.06,4972.16,4888.30,4732.24,4648.88,4648.01,4650.16,4692.438,4704.12,4816.17,4593.47,4281.98,0.00,106749.19
22/05/2022,Diumenge,3993.35,3791.04,3617.93,3511.01,3477.32,3443.77,3412.54,3480.90,3684.48,3959.00,4162.22,4318.12,4475.78,4640.08,4654.22,4492.80,4420.93,4463.43,4489.48,4548.884,4690.77,4887.73,4731.98,4415.14,0.00,99762.88
23/05/2022,Dilluns,4125.34,3914.73,3776.07,3737.08,3749.64,3935.32,4376.37,4854.93,5245.35,5479.96,5637.88,5766.79,5890.40,5933.50,5814.00,5750.84,5737.68,5700.65,5548.80,5531.935,5521.04,5419.83,5012.29,4604.04,0.00,121064.46
24/05/2022,Dimarts,4366.92,4160.77,4031.07,3981.51,3987.87,4085.97,4519.19,5019.73,5378.38,5567.05,5681.89,5714.86,5769.86,5742.49,5549.79,5419.43,5315.55,5274.60,5198.30,5279.034,5316.45,5141.26,4694.05,4330.57,0.00,119526.59
25/05/2022,Dimecres,4111.98,3970.87,3848.54,3806.85,3818.86,3958.25,4361.96,4812.56,5128.37,5281.92,5406.56,5471.56,5531.73,5506.38,5349.18,5250.69,5162.37,5097.44,5017.24,5097.57,5187.29,5163.82,4765.53,4385.59,0.00,115493.13
26/05/2022,Dijous,4177.21,3986.60,3853.74,3802.25,3808.38,3947.84,4340.63,4798.51,5102.04,5239.48,5313.72,5384.39,5494.26,5495.55,5362.80,5302.97,5282.20,5282.90,5248.78,5296.333,5313.61,5273.67,4914.30,4523.34,0.00,116545.50
27/05/2022,Divendres,4256.02,4027.58,3880.28,3819.68,3819.59,3944.56,4314.17,4793.72,5100.37,5262.86,5407.16,5500.57,5592.67,5610.93,5497.74,5496.44,5434.53,5427.44,5369.46,5385.095,5366.32,5309.66,5002.67,4627.85,0.00,118247.35
28/05/2022,Dissabte,4378.35,4146.50,3957.68,3824.62,3798.48,3794.38,3760.16,3904.38,4189.21,4485.46,4686.06,4760.18,4842.45,4879.77,4782.26,4581.05,4556.25,4567.08,4585.07,4640.695,4708.63,4752.40,4552.20,4218.69,0.00,105352.00
29/05/2022,Diumenge,3999.04,3747.67,3580.86,3492.35,3442.51,3447.37,3399.11,3449.98,3644.87,3887.49,4090.36,4199.69,4292.98,4391.18,4337.71,4150.39,4057.61,4059.70,4113.83,4262.744,4400.94,4582.96,4500.54,4190.26,0.00,95722.16
30/05/2022,Dilluns,3913.58,3752.16,3642.98,3606.07,3648.10,3829.74,4323.37,4820.84,5163.81,5380.83,5506.46,5593.21,5684.03,5702.41,5573.30,5521.42,5487.34,5451.59,5363.40,5386.083,5391.49,5293.92,4870.73,4486.76,0.00,117393.62
31/05/2022,Dimarts,4259.82,4081.31,3936.88,3902.61,3920.38,4061.39,4423.67,4886.18,5231.97,5400.98,5530.46,5631.13,5688.71,5726.45,5601.77,5590.02,5557.40,5540.20,5483.21,5522.151,5516.02,5431.54,5056.23,4640.46,0.00,120620.95
01/06/2022,Dimecres,4388.87,4170.43,4042.62,3989.93,3983.89,4121.68,4501.12,4988.43,5333.03,5538.42,5702.93,5784.60,5954.82,5972.89,5864.95,5842.26,5812.58,5773.80,5687.13,5709.459,5655.04,5531.14,5121.50,4745.03,0.00,124216.58
02/06/2022,Dijous,4465.10,4233.82,4099.13,4021.41,4043.55,4188.30,4540.51,5058.34,5386.44,5590.24,5751.00,5808.20,5919.93,5951.92,5855.24,5821.87,5817.85,5778.44,5683.94,5650.225,5598.30,5494.27,5105.73,4692.61,0.00,124556.39
03/06/2022,Divendres,4466.08,4283.08,4150.58,4090.72,4102.67,4250.34,4612.28,5087.41,5416.02,5614.87,5785.45,5925.99,6030.24,6044.55,5933.48,5799.53,5744.99,5766.73,5686.15,5669.21,5591.15,5503.66,5129.10,4749.27,0.00,125433.54
04/06/2022,Dissabte,4476.34,4308.37,4140.60,4034.01,3966.22,3929.61,3900.12,4031.81,4292.25,4605.78,4807.84,4890.75,4936.67,5040.29,4960.69,4777.26,4652.27,4609.36,4696.84,4756.366,4798.04,4834.21,4676.53,4331.54,0.00,108453.76
05/06/2022,Diumenge,4070.00,3858.44,3701.14,3587.94,3540.97,3526.36,3438.23,3507.05,3706.43,3957.82,4134.03,4234.76,4326.99,4478.56,4478.16,4320.54,4250.87,4229.92,4312.71,4383.419,4445.27,4622.46,4567.62,4290.99,0.00,97970.67
06/06/2022,Dilluns,4028.28,3850.12,3700.62,3563.28,3536.31,3573.06,3610.52,3748.79,3936.55,4217.38,4439.44,4533.28,4626.13,4759.18,4739.35,4596.40,4546.69,4559.18,4529.62,4616.204,4729.91,4835.17,4706.57,4374.03,0.00,102356.06
07/06/2022,Dimarts,4151.51,3948.97,3825.35,3733.77,3770.46,3933.04,4413.15,4972.83,5401.23,5695.79,5897.60,6018.75,6132.47,6155.35,6010.31,5975.73,5937.14,5923.04,5777.15,5739.613,5663.00,5569.44,5199.69,4762.88,0.00,124608.26
08/06/2022,Dimecres,4497.22,4303.34,4156.69,4091.42,4106.83,4247.02,4628.71,5134.30,5526.03,5776.34,5957.87,6029.00,6085.65,6164.82,6089.66,6063.13,5988.11,5886.71,5734.42,5701.191,5619.88,5498.97,5150.83,4755.15,0.00,127193.30
09/06/2022,Dijous,4530.22,4310.64,4176.57,4113.29,4073.30,4245.13,4577.92,5093.44,5443.42,5665.05,5797.55,5846.24,5943.88,5975.28,5900.59,5852.33,5810.64,5744.10,5663.40,5654.6,5626.05,5533.28,5158.86,4729.87,0.00,125465.66
10/06/2022,Divendres,4481.50,4261.31,4113.55,3982.08,3981.46,4109.13,4465.38,4953.88,5317.70,5551.43,5720.93,5833.30,5948.91,5982.95,5855.20,5786.81,5765.40,5751.75,5701.52,5713.753,5671.16,5557.05,5236.56,4806.94,0.00,124549.66
11/06/2022,Dissabte,4607.68,4367.23,4147.20,4000.99,3951.97,3927.72,3820.88,3980.66,4309.06,4663.29,4908.77,4995.14,5085.76,5170.57,5083.93,4935.62,4851.79,4846.19,4869.32,4905.8,4941.07,4981.53,4798.40,4483.92,0.00,110634.48
12/06/2022,Diumenge,4190.85,3964.96,3778.68,3661.97,3604.82,3593.65,3499.49,3610.64,3787.20,4101.61,4350.94,4524.06,4659.34,4835.85,4880.23,4770.58,4711.04,4688.07,4676.76,4735.531,4819.69,4986.41,4939.12,4582.19,0.00,103953.69
13/06/2022,Dilluns,4279.90,4064.12,3914.46,3855.62,3859.30,4062.52,4513.47,5043.56,5498.43,5837.50,6046.00,6214.78,6347.06,6424.04,6311.58,6289.94,6287.50,6227.85,6087.89,6008.212,5945.79,5812.50,5431.72,4961.54,0.00,129325.28
14/06/2022,Dimarts,4619.75,4383.82,4211.45,4144.17,4118.84,4262.36,4640.36,5144.40,5571.64,5875.96,6126.02,6283.57,6429.99,6460.68,6346.51,6270.67,6311.23,6209.05,6042.49,5976.158,5920.34,5808.02,5383.50,4969.03,0.00,131509.99
15/06/2022,Dimecres,4689.55,4440.38,4257.31,4191.74,4184.47,4320.28,4724.04,5286.71,5734.66,6072.84,6306.25,6516.06,6707.68,6756.51,6667.96,6639.95,6628.67,6614.71,6401.89,6286.739,6176.84,6026.40,5628.20,5126.46,0.00,136386.28
16/06/2022,Dijous,4828.84,4548.90,4369.93,4309.37,4289.19,4428.28,4803.08,5323.82,5787.49,6132.94,6424.93,6648.26,6841.42,6901.96,6837.91,6824.65,6808.51,6781.77,6606.39,6492.568,6393.62,6239.26,5885.68,5351.69,0.00,139860.45
17/06/2022,Divendres,5051.38,4748.60,4547.60,4430.19,4405.57,4527.09,4883.00,5386.89,5860.87,6213.18,6546.59,6784.45,6971.06,6997.32,6840.94,6761.16,6718.72,6666.43,6536.69,6422.746,6251.86,6095.05,5797.30,5377.15,0.00,140821.85
18/06/2022,Dissabte,5085.37,4787.72,4539.46,4410.42,4318.65,4265.08,4202.89,4365.27,4705.88,5103.31,5423.81,5617.92,5747.82,5854.67,5765.55,5661.86,5537.75,5497.40,5471.15,5447.68,5430.82,5388.06,5182.75,4840.53,0.00,122651.85
19/06/2022,Diumenge,4507.94,4267.07,4039.61,3916.12,3835.05,3812.76,3770.32,3813.68,4012.72,4313.34,4551.08,4764.23,4933.67,5122.80,5172.82,5045.17,4993.64,4968.23,4994.76,5052.404,5143.69,5223.24,5255.23,4895.23,0.00,110404.80
20/06/2022,Dilluns,4550.73,4286.03,4120.92,4058.91,4070.25,4246.03,4784.10,5395.28,5826.54,6208.54,6483.86,6635.05,6781.10,6844.75,6763.86,6727.82,6738.65,6649.51,6453.56,6372.092,6270.65,6142.44,5759.26,5282.87,0.00,137452.78
21/06/2022,Dimarts,4941.28,4693.76,4506.85,4388.48,4379.22,4517.45,4925.21,5459.32,5944.04,6289.86,6507.08,6617.51,6688.61,6718.29,6693.09,6711.29,6746.74,6595.85,6368.37,6293.188,6206.54,6093.16,5682.47,5221.16,0.00,139188.84
22/06/2022,Dimecres,4835.69,4571.33,4420.07,4338.84,4335.84,4462.18,4800.76,5300.00,5719.60,5991.94,6178.28,6266.14,6417.37,6415.21,6346.29,6331.29,6383.16,6371.55,6275.93,6188.524,6070.06,5906.46,5587.35,5136.91,0.00,134650.77
23/06/2022,Dijous,4828.22,4503.09,4309.01,4204.38,4174.33,4274.09,4561.66,5006.21,5417.96,5723.94,5925.00,6002.24,6083.60,6074.32,5866.33,5716.47,5664.96,5565.85,5418.04,5334.659,5094.47,4868.57,4548.86,4238.57,0.00,123404.84
24/06/2022,Divendres,4095.88,3946.29,3774.27,3642.28,3570.92,3533.78,3465.10,3518.39,3643.95,3812.36,3986.21,4137.31,4269.62,4432.44,4475.32,4365.95,4296.54,4254.24,4266.73,4339.203,4392.65,4472.02,4440.13,4152.61,0.00,97284.19
25/06/2022,Dissabte,4023.70,3824.48,3658.44,3574.28,3541.60,3557.82,3604.97,3761.93,3999.94,4302.14,4579.84,4695.11,4799.80,4932.60,4904.02,4765.00,4736.20,4734.64,4763.96,4832.04,4862.80,4857.69,4737.06,4415.78,0.00,104465.84
26/06/2022,Diumenge,4106.48,3899.96,3732.66,3600.07,3567.46,3557.32,3503.21,3582.79,3760.02,4035.42,4234.78,4388.61,4511.63,4683.23,4684.04,4561.64,4512.87,4533.51,4623.27,4751.472,4805.99,4929.56,4909.74,4597.99,0.00,102073.69
27/06/2022,Dilluns,4288.17,4042.48,3888.28,3847.21,3852.32,4081.48,4537.76,5107.18,5547.18,5839.80,6051.39,6186.32,6364.47,6376.39,6228.60,6154.69,6153.74,6076.61,5915.05,5847.412,5767.54,5597.96,5197.57,4769.23,0.00,127718.85
28/06/2022,Dimarts,4502.24,4319.92,4139.04,4093.65,4088.08,4165.53,4539.52,5006.64,5387.87,5675.58,5861.09,5961.04,6062.16,6106.57,6006.79,5956.50,5969.17,5953.47,5853.59,5828.434,5736.48,5607.71,5290.32,4852.16,0.00,126963.56
29/06/2022,Dimecres,4577.15,4348.67,4174.84,4108.15,4099.60,4214.98,4564.37,5001.09,5359.95,5672.62,5924.87,6071.18,6231.49,6284.41,6201.56,6148.81,6154.04,6104.95,5977.47,5914.374,5800.27,5657.72,5343.37,4954.39,0.00,128890.33
30/06/2022,Dijous,4682.56,4420.05,4244.76,4167.68,4165.48,4261.53,4631.46,5107.66,5522.56,5826.25,6070.80,6228.92,6354.64,6376.81,6231.19,6162.01,6217.19,6187.03,6022.08,5921.046,5842.43,5699.80,5339.22,4914.29,0.00,130597.47
08/01/2022,Dissabte,4332.72,4039.84,3827.69,3704.81,3696.90,3728.61,3883.36,4090.64,4343.27,4769.52,5059.50,5151.45,5171.05,5241.34,5143.66,4933.12,4852.19,4999.76,5273.71,5401.376,5479.45,5366.27,4949.97,4543.28,0.00,111983.49
09/01/2022,Diumenge,4169.00,3875.00,3656.48,3525.71,3475.95,3519.91,3603.28,3760.18,3880.14,4245.95,4522.20,4648.48,4699.59,4885.27,4910.70,4705.13,4616.43,4721.83,5085.21,5241.918,5366.73,5261.65,4848.59,4432.24,0.00,105657.59
10/01/2022,Dilluns,4052.59,3776.44,3672.48,3577.41,3654.37,3900.02,4546.36,5373.17,5840.50,6082.13,6278.11,6384.64,6507.86,6583.38,6437.01,6313.01,6225.22,6279.06,6357.73,6430.496,6368.16,6006.94,5386.69,4886.26,0.00,130920.04
11/01/2022,Dimarts,4549.29,4294.43,4137.27,4070.41,4071.42,4278.87,4838.56,5608.81,6031.56,6206.95,6212.82,6168.59,6130.01,6053.33,5958.68,5839.01,5826.61,5957.01,6251.45,6396.037,6407.53,6051.58,5465.06,4933.61,0.00,131738.88
12/01/2022,Dimecres,4581.51,4312.31,4181.49,4111.60,4145.44,4348.15,4914.82,5648.85,6044.53,6230.18,6254.79,6223.46,6291.95,6171.96,6075.07,5964.26,5931.61,6044.54,6348.69,6510.589,6509.64,6103.64,5526.76,5009.24,0.00,133485.08
13/01/2022,Dijous,4648.95,4373.58,4227.67,4177.02,4200.31,4403.80,4987.02,5857.96,6266.55,6480.22,6525.24,6457.89,6434.15,6384.46,6183.19,6029.74,6017.20,6133.90,6478.39,6656.157,6686.39,6305.97,5706.11,5162.51,0.00,136784.39
14/01/2022,Divendres,4807.74,4488.05,4275.40,4214.49,4222.96,4425.80,5070.50,5853.93,6303.54,6562.66,6618.80,6565.43,6514.30,6399.91,6192.67,6056.05,5997.63,6106.51,6414.01,6549.751,6520.14,6218.32,5640.82,5159.77,0.00,137179.20
15/01/2022,Dissabte,4880.46,4566.84,4312.84,4224.52,4173.06,4168.22,4292.20,4547.52,4845.09,5301.95,5518.53,5534.06,5514.02,5509.53,5348.90,5173.80,5100.92,5164.68,5549.56,5742.053,5820.94,5723.08,5297.77,4867.94,0.00,121178.49
16/01/2022,Diumenge,4437.86,4144.52,3964.04,3847.10,3812.79,3855.87,3928.28,4099.64,4277.79,4675.07,4911.82,4998.26,4965.15,5066.73,5061.92,4874.97,4736.26,4851.73,5292.23,5582.517,5770.64,5694.06,5354.22,4887.05,0.00,113090.54
17/01/2022,Dilluns,4469.24,4192.29,4076.88,4016.98,4060.98,4307.16,5046.23,5889.16,6391.74,6655.15,6730.09,6692.88,6624.72,6552.99,6362.69,6242.28,6219.56,6322.59,6606.95,6766.639,6804.67,6358.79,5737.18,5179.43,0.00,138307.25
18/01/2022,Dimarts,4818.74,4496.86,4334.68,4249.47,4282.25,4419.25,5103.64,6009.27,6496.40,6716.28,6782.69,6680.54,6645.36,6571.08,6375.84,6295.72,6276.69,6374.40,6675.85,6826.055,6827.88,6457.95,5855.46,5288.21,0.00,140860.58
19/01/2022,Dimecres,4841.14,4522.85,4343.87,4263.16,4301.59,4484.97,5165.41,5994.02,6511.60,6758.00,6835.39,6768.12,6715.32,6650.76,6486.05,6385.79,6352.72,6444.57,6729.92,6865.127,6879.84,6472.26,5823.00,5267.86,0.00,141863.34
20/01/2022,Dijous,4850.53,4488.34,4325.60,4311.87,4321.96,4522.58,5173.56,5996.43,6470.06,6708.30,6790.85,6694.24,6647.03,6560.14,6349.40,6265.35,6251.31,6334.99,6622.19,6783.783,6804.09,6439.43,5840.01,5321.54,0.00,140873.58
21/01/2022,Divendres,4889.31,4566.26,4388.12,4327.14,4314.02,4502.18,5165.93,5960.42,6389.80,6685.05,6815.96,6792.29,6767.27,6689.61,6423.92,6312.20,6266.61,6352.99,6607.42,6710.69,6723.92,6372.40,5782.25,5286.89,0.00,141092.62
22/01/2022,Dissabte,4954.60,4647.63,4398.68,4274.99,4219.95,4233.63,4369.87,4567.07,4918.64,5413.93,5687.25,5681.54,5605.71,5579.87,5456.99,5296.07,5242.49,5287.68,5656.60,5813.118,5942.76,5808.25,5389.63,4945.10,0.00,123392.04
23/01/2022,Diumenge,4553.92,4213.73,3998.41,3861.41,3831.19,3860.58,3944.91,4101.78,4293.04,4694.94,4947.46,4975.01,4933.47,5127.52,5106.28,4894.35,4852.96,4912.56,5366.33,5622.219,5799.28,5713.18,5345.03,4859.33,0.00,113808.91
24/01/2022,Dilluns,4460.70,4195.57,4065.14,4009.52,4042.86,4307.86,5072.64,5936.79,6430.16,6689.54,6819.61,6762.79,6722.60,6606.94,6385.83,6271.93,6237.38,6297.07,6591.38,6778.736,6827.02,6458.11,5818.08,5245.28,0.00,139033.53
25/01/2022,Dimarts,4831.61,4547.44,4356.07,4305.21,4300.73,4533.16,5183.13,6033.88,6528.18,6766.52,6805.72,6717.48,6645.55,6536.01,6361.79,6240.58,6221.29,6300.11,6588.27,6784.326,6826.01,6448.31,5843.70,5255.48,0.00,140960.53
26/01/2022,Dimecres,4827.75,4529.92,4348.24,4303.14,4342.47,4526.37,5175.72,5998.46,6492.88,6696.41,6704.39,6594.50,6562.89,6466.24,6259.08,6163.32,6129.49,6195.10,6509.59,6727.437,6762.95,6393.80,5781.18,5213.25,0.00,139704.55
27/01/2022,Dijous,4794.82,4505.50,4348.07,4279.61,4304.03,4518.54,5168.46,5987.56,6449.55,6639.42,6642.68,6552.52,6482.21,6387.82,6195.68,6113.94,6100.95,6159.81,6469.71,6669.262,6713.26,6350.00,5762.23,5202.68,0.00,138798.32
28/01/2022,Divendres,4834.80,4548.74,4363.74,4317.57,4369.89,4492.98,5149.89,5979.82,6426.80,6613.09,6607.46,6512.86,6419.22,6299.12,6034.63,5829.54,5802.82,5865.20,6167.20,6369.748,6432.46,6108.86,5546.97,5082.30,0.00,136175.72
29/01/2022,Dissabte,4821.65,4506.49,4276.12,4159.89,4093.89,4124.61,4236.44,4519.60,4766.81,5196.11,5369.90,5351.56,5263.96,5232.26,5084.11,4919.86,4827.12,4872.10,5230.67,5449.248,5595.30,5479.02,5098.65,4720.11,0.00,117195.48
30/01/2022,Diumenge,4352.86,4030.01,3850.73,3745.45,3705.04,3727.32,3806.60,3937.36,4061.93,4408.84,4624.29,4652.55,4556.32,4629.61,4608.43,4441.01,4395.53,4423.85,4816.65,5141.741,5297.16,5233.92,4915.73,4526.65,0.00,105889.60
31/01/2022,Dilluns,4171.38,3893.50,3792.34,3758.40,3799.49,4061.60,4788.54,5671.97,6080.18,6300.20,6346.35,6282.73,6249.44,6196.57,5978.29,5814.83,5771.24,5796.99,6061.00,6302.037,6381.07,5990.70,5412.25,4891.04,0.00,129792.12
01/02/2022,Dimarts,4608.33,4332.65,4163.28,4131.57,4154.19,4349.89,4996.26,5864.36,6286.41,6408.63,6381.65,6359.04,6313.77,6234.29,6038.10,5943.88,5902.47,5923.50,6192.58,6453.381,6512.04,6126.20,5568.75,5036.37,0.00,134281.59
02/02/2022,Dimecres,4645.98,4387.17,4244.85,4189.23,4217.00,4360.96,4996.95,5809.24,6183.22,6277.54,6250.20,6139.13,6143.84,6067.94,5881.32,5791.19,5749.75,5778.10,6064.79,6327.574,6386.91,6034.51,5489.20,5008.04,0.00,132424.65
03/02/2022,Dijous,4660.60,4388.33,4223.28,4172.47,4198.81,4392.54,5007.82,5800.07,6190.76,6331.44,6331.83,6241.25,6156.01,6055.33,5907.69,5806.07,5797.81,5802.37,6114.45,6343.9,6374.01,6013.90,5477.48,4991.92,0.00,132780.14
04/02/2022,Divendres,4646.57,4374.88,4255.90,4165.41,4217.20,4416.42,5035.67,5798.69,6107.75,6268.53,6311.70,6275.59,6231.95,6142.80,5979.24,5830.07,5764.81,5773.62,5988.97,6171.046,6177.73,5855.64,5310.69,4920.65,0.00,132021.55
05/02/2022,Dissabte,4698.28,4417.56,4187.18,4076.32,4036.66,4006.45,4137.64,4339.43,4628.20,5050.22,5278.66,5325.41,5317.91,5355.10,5171.00,4997.43,4875.02,4835.00,5083.34,5313.228,5397.13,5288.03,4944.30,4578.51,0.00,115338.04
06/02/2022,Diumenge,4278.06,3987.97,3813.40,3685.44,3665.74,3692.20,3768.20,3916.33,4085.50,4450.83,4669.68,4694.37,4653.80,4723.24,4668.40,4513.56,4394.24,4455.51,4825.10,5198.795,5355.31,5274.28,4993.35,4614.83,0.00,106378.14
07/02/2022,Dilluns,4303.76,4036.05,3907.57,3864.62,3928.36,4144.87,4907.24,5743.81,6114.23,6259.24,6267.89,6197.30,6148.32,6046.58,5860.96,5749.66,5686.57,5714.55,5971.57,6291.626,6351.51,5992.42,5416.81,4914.53,0.00,129820.06
18/02/2022,Divendres,4577.57,4336.10,4179.32,4133.25,4141.36,4318.84,4933.95,5632.36,5901.48,5929.02,5897.35,5826.69,5806.31,5728.59,5560.68,5428.17,5351.61,5339.28,5488.28,5832.79,5904.40,5620.67,5094.68,4692.52,0.00,125655.26
19/02/2022,Dissabte,4515.78,4278.46,4058.38,3939.54,3881.39,3904.24,4025.50,4211.37,4426.72,4814.00,5163.05,5240.91,5294.64,5410.60,5296.26,5107.26,4985.33,4909.74,4999.66,5294.193,5405.55,5258.75,4872.59,4500.65,0.00,113794.59
20/02/2022,Diumenge,4161.46,3940.06,3748.70,3672.18,3619.19,3640.10,3714.31,3809.14,4017.36,4383.95,4561.19,4549.66,4535.82,4598.75,4526.98,4343.58,4274.83,4301.28,4573.42,5020.459,5207.14,5157.91,4839.33,4471.49,0.00,103668.25
21/02/2022,Dilluns,4173.73,3919.27,3806.26,3781.71,3821.62,4080.35,4767.77,5508.64,5818.41,5926.73,5924.84,5882.91,5868.01,5806.34,5624.84,5523.14,5480.13,5458.03,5607.66,6026.943,6105.82,5775.71,5187.90,4743.35,0.00,124620.11
22/02/2022,Dimarts,4457.65,4205.79,4068.17,4023.55,4047.63,4264.46,4899.84,5569.42,5909.67,5999.83,5938.16,5866.66,5830.49,5805.90,5677.68,5596.32,5533.68,5567.91,5690.46,6089.531,6176.13,5846.54,5281.76,4823.55,0.00,127170.77
23/02/2022,Dimecres,4490.81,4261.52,4066.62,4019.38,4032.46,4232.43,4859.73,5529.67,5823.96,5880.17,5853.39,5778.70,5762.27,5693.61,5560.37,5486.29,5446.60,5454.04,5626.41,6028.474,6084.90,5754.54,5183.95,4712.37,0.00,125622.66
