DATA,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,TOTAL
07/09/2007,Divendres,5237.83,4889.12,4672.58,4610.40,4588.29,4655.67,5178.47,5791.99,6378.36,6729.48,7100.86,7248.45,7377.25,7224.91,6902.42,6866.97,6887.41,6976.26,6800.92,6624.37,6754.39,6692.12,6025.80,5587.84,0.00,147802.16
08/09/2007,Dissabte,5220.16,4877.47,4603.13,4472.43,4379.35,4309.01,4320.22,4385.78,4705.38,5109.67,5575.51,5747.91,5720.01,5731.63,5489.44,5290.05,5201.18,5244.02,5214.20,5242.3,5635.03,5745.01,5287.56,4944.80,0.00,122451.24
09/09/2007,Diumenge,4592.55,4278.82,4049.70,3924.92,3826.85,3818.16,3824.43,3712.38,3787.30,4114.11,4439.47,4562.76,4662.61,4829.32,4817.57,4670.60,4560.05,4563.30,4584.83,4626.19,5109.12,5437.57,5194.13,4833.80,0.00,106820.52
10/09/2007,Dilluns,4436.09,4135.86,3947.89,3857.39,3808.35,3913.48,4362.22,4755.79,5194.12,5593.19,5908.20,6019.23,6112.22,6092.13,5893.86,5831.97,5852.85,5861.18,5782.51,5690.97,5986.49,5946.26,5413.41,4955.49,0.00,125351.13
11/09/2007,Dimarts,4579.18,4319.24,4089.85,3976.00,3876.50,3887.08,3893.27,3889.64,4023.90,4326.20,4548.55,4689.91,4838.49,4981.39,4932.39,4823.23,4753.79,4725.95,4760.53,4856.92,5378.36,5673.49,5404.00,5014.75,0.00,110242.58
12/09/2007,Dimecres,4542.16,4271.85,4143.93,4080.16,4084.56,4293.64,5005.24,5808.28,6457.43,6690.70,7108.47,7272.37,7408.46,7265.66,6979.98,7071.04,7136.30,7159.51,6978.49,6757.26,7044.85,6825.69,6174.48,5620.90,0.00,146181.39
13/09/2007,Dijous,5155.73,4825.76,4672.83,4629.48,4613.89,4721.84,5267.25,5904.57,6395.79,6658.51,7096.56,7264.65,7390.21,7228.25,6963.40,7029.15,7178.31,7263.89,7144.42,6965.2,7253.36,7045.27,6335.97,5768.58,0.00,150772.87
14/09/2007,Divendres,5314.67,4973.31,4763.53,4699.85,4683.82,4816.81,5417.58,6187.09,6733.71,6942.32,7317.86,7412.62,7371.56,7169.69,6840.05,6788.67,6881.98,6933.40,6831.10,6691.88,6965.67,6743.98,6083.75,5598.95,0.00,150163.84
15/09/2007,Dissabte,5234.41,4875.44,4665.57,4495.46,4432.91,4357.32,4428.51,4545.37,4788.85,5223.57,5617.42,5835.61,5894.25,5822.51,5583.47,5381.89,5263.87,5275.85,5255.81,5328.36,5765.20,5760.98,5342.38,4926.52,0.00,124101.51
16/09/2007,Diumenge,4582.14,4280.32,4051.08,3899.14,3790.25,3736.36,3815.12,3788.73,3855.04,4217.56,4542.98,4724.68,4831.18,4998.70,4955.41,4795.64,4713.95,4670.43,4691.91,4791.26,5425.70,5646.75,5377.56,4938.74,0.00,109120.60
17/09/2007,Dilluns,4470.49,4219.10,4061.57,4006.43,4058.57,4249.28,5041.04,5838.30,6437.73,6801.46,7143.68,7337.26,7497.87,7393.60,7124.35,7182.67,7244.85,7355.45,7209.28,7140.11,7377.61,7020.34,6249.85,5668.73,0.00,148129.63
18/09/2007,Dimarts,5151.97,4862.29,4689.36,4616.94,4608.02,4731.51,5284.82,6026.57,6573.83,6843.23,7132.76,7364.25,7469.74,7302.98,6981.98,7068.47,7097.66,7161.86,7038.59,6988.61,7238.04,6811.27,6093.98,5534.58,0.00,150673.31
19/09/2007,Dimecres,5037.37,4718.10,4531.23,4478.70,4465.71,4623.25,5180.86,5928.75,6439.19,6610.92,6821.71,6965.05,7044.35,6873.06,6668.86,6683.03,6797.56,6892.70,6789.36,6679.77,6985.92,6750.97,6056.76,5494.86,0.00,145518.04
20/09/2007,Dijous,5058.00,4727.02,4525.99,4446.66,4451.90,4598.27,5104.85,5877.29,6400.78,6579.73,6867.88,6993.89,7061.75,6847.82,6571.82,6695.92,6787.10,6911.56,6806.92,6744.08,7088.73,6752.46,6004.69,5456.51,0.00,145361.62
21/09/2007,Divendres,5055.02,4735.23,4545.88,4491.60,4533.62,4680.20,5271.10,6019.34,6542.97,6687.97,6947.62,7078.56,7194.96,7020.96,6800.34,6846.22,6873.01,6903.02,6779.70,6743.17,7035.75,6709.50,6024.12,5533.06,0.00,147052.91
22/09/2007,Dissabte,5161.28,4858.30,4644.16,4511.05,4412.74,4360.84,4406.71,4548.29,4850.55,5278.41,5711.60,5818.04,5848.45,5775.74,5413.22,5150.26,5024.29,5061.20,5084.19,5143.61,5707.44,5618.52,5205.04,4819.04,0.00,122412.98
23/09/2007,Diumenge,4493.01,4156.34,3942.68,3824.47,3762.06,3728.49,3782.29,3784.12,3765.70,4126.89,4401.90,4501.44,4640.60,4719.96,4679.26,4518.40,4450.73,4380.89,4430.78,4605.48,5247.27,5328.08,5067.27,4720.57,0.00,105058.68
24/09/2007,Dilluns,4347.42,4101.58,3950.96,3882.85,3865.04,3962.35,4544.34,5114.04,5504.82,5728.45,6017.98,6166.13,6257.73,6203.93,6013.07,6137.95,6202.35,6258.61,6180.53,6239.18,6681.24,6457.30,5879.80,5389.73,0.00,131087.37
25/09/2007,Dimarts,4940.24,4609.99,4476.07,4448.77,4445.21,4540.42,5174.83,6005.45,6450.57,6760.38,6970.63,7051.04,7099.77,6889.37,6657.01,6682.47,6766.30,6833.31,6754.68,6816.47,7073.68,6675.49,5969.44,5423.45,0.00,145515.01
26/09/2007,Dimecres,4967.82,4621.57,4465.68,4392.91,4404.14,4494.93,5023.60,5772.70,6238.55,6409.83,6661.68,6726.92,6892.28,6745.61,6477.34,6549.90,6629.40,6732.28,6593.71,6647.74,6933.20,6485.82,5805.48,5280.90,0.00,141953.99
27/09/2007,Dijous,4849.18,4537.96,4338.72,4329.53,4324.70,4474.13,5016.51,5729.24,6030.92,6257.05,6540.91,6623.75,6695.15,6500.87,6275.17,6354.57,6370.14,6514.85,6416.79,6480.66,6832.75,6515.98,5846.77,5338.47,0.00,139194.75
28/09/2007,Divendres,4875.62,4621.13,4417.97,4396.18,4354.89,4516.39,5062.57,5752.44,6174.37,6317.53,6571.30,6653.19,6687.21,6515.23,6244.96,6335.70,6346.89,6349.09,6244.22,6370.14,6759.46,6453.69,5773.23,5346.95,0.00,139140.35
29/09/2007,Dissabte,4949.90,4615.18,4406.57,4295.68,4186.74,4115.16,4219.09,4432.63,4595.96,5018.69,5439.36,5490.63,5476.02,5413.53,5156.85,4961.05,4846.70,4903.39,4925.04,5154.59,5621.24,5547.61,5064.79,4673.46,0.00,117509.85
30/09/2007,Diumenge,4327.59,4014.17,3786.87,3674.51,3678.99,3663.38,3711.59,3739.98,3743.55,4100.80,4412.21,4566.33,4618.05,4736.24,4705.63,4524.15,4442.18,4422.37,4434.79,4714.22,5361.07,5438.50,5118.63,4684.19,0.00,104619.97
01/10/2007,Dilluns,4298.80,4022.73,3908.47,3886.94,3911.17,4101.13,4867.39,5749.08,6231.54,6413.18,6721.02,6896.23,7049.37,6914.24,6617.40,6754.59,6830.49,6910.95,6831.96,6932.08,7134.87,6734.30,6041.80,5443.45,0.00,141203.16
02/10/2007,Dimarts,4955.12,4646.82,4520.39,4476.70,4456.65,4567.28,5164.33,5986.29,6432.08,6562.14,6860.21,7018.68,7145.98,7015.38,6742.25,6906.56,6982.70,7038.86,6936.82,7072.01,7254.86,6773.64,6073.40,5483.07,0.00,147072.21
03/10/2007,Dimecres,4999.64,4696.72,4533.18,4478.17,4442.69,4595.95,5195.62,5933.20,6523.80,6687.70,6983.80,7095.73,7158.40,6973.38,6658.94,6797.20,6941.59,7002.60,6950.19,7102.54,7222.85,6804.66,6073.68,5484.19,0.00,147336.41
04/10/2007,Dijous,5016.42,4727.56,4550.53,4472.90,4494.65,4605.42,5154.42,5978.33,6440.45,6638.58,6894.47,7012.38,7132.84,6953.02,6644.44,6768.01,6910.23,7064.40,7047.78,7132.86,7120.19,6624.36,5933.68,5385.62,0.00,146703.54
05/10/2007,Divendres,4926.98,4644.21,4474.81,4421.93,4390.56,4521.82,5107.44,5899.77,6424.24,6547.92,6845.55,6954.52,7068.44,6915.33,6628.36,6693.51,6637.92,6667.25,6546.60,6809.85,6976.49,6561.89,5885.04,5394.63,0.00,143945.04
06/10/2007,Dissabte,4987.23,4684.21,4462.55,4336.41,4239.99,4216.78,4282.12,4517.46,4717.44,5128.87,5534.56,5627.96,5663.65,5610.27,5327.38,5119.95,4948.00,5021.95,5034.86,5327.11,5705.23,5553.46,5107.70,4744.06,0.00,119899.18
07/10/2007,Diumenge,4374.82,4089.08,3863.07,3745.40,3673.07,3664.56,3714.01,3792.24,3839.68,4130.04,4418.81,4564.42,4623.78,4718.33,4658.73,4523.18,4413.23,4352.78,4428.56,4848.28,5357.54,5388.22,5115.74,4715.12,0.00,105012.70
08/10/2007,Dilluns,4282.14,4021.70,3889.11,3868.10,3868.17,4087.26,4912.00,5780.91,6281.84,6523.64,6746.38,6889.01,7001.45,6810.31,6518.89,6674.39,6745.44,6776.78,6645.24,6822.7,6992.70,6556.34,5845.09,5287.99,0.00,139827.59
09/10/2007,Dimarts,4815.42,4490.80,4345.83,4312.35,4294.60,4427.08,5012.03,5845.68,6338.15,6466.92,6669.71,6765.30,6824.40,6725.56,6426.96,6561.54,6611.63,6716.80,6601.76,6898.79,7009.48,6583.29,5893.84,5308.58,0.00,141946.51
10/10/2007,Dimecres,4798.55,4532.64,4387.53,4335.06,4312.49,4452.01,5001.41,5882.62,6261.45,6375.06,6580.05,6668.77,6767.65,6590.20,6328.94,6442.85,6512.63,6617.20,6560.43,6862.9,6918.76,6339.65,5718.25,5228.05,0.00,140475.13
11/10/2007,Dijous,4747.26,4435.04,4317.43,4280.70,4270.34,4378.95,4942.95,5717.38,6189.41,6321.53,6481.83,6536.45,6580.56,6381.41,6076.39,6179.95,6255.52,6301.22,6247.28,6509.42,6622.08,6190.97,5538.56,5055.04,0.00,136557.67
12/10/2007,Divendres,4674.50,4428.96,4212.59,4083.03,4015.95,3908.61,3845.30,3984.78,4044.37,4303.43,4535.70,4655.87,4685.44,4728.76,4611.26,4411.93,4307.45,4305.93,4326.14,4743.25,5148.17,5148.22,4883.04,4495.97,0.00,106488.62
13/10/2007,Dissabte,4117.25,3854.92,3679.10,3568.77,3538.59,3539.44,3718.02,3935.71,4112.36,4469.63,4856.03,4917.90,4908.34,4906.13,4716.34,4579.82,4481.91,4523.70,4533.51,4972.39,5357.33,5261.14,4860.47,4443.65,0.00,105852.44
14/10/2007,Diumenge,4133.42,3833.32,3641.17,3530.93,3466.20,3456.66,3476.83,3582.63,3590.22,3858.68,4121.88,4252.03,4243.64,4326.32,4373.16,4173.16,4094.51,4046.25,4103.97,4641.13,5067.88,5105.84,4824.68,4418.87,0.00,98363.37
15/10/2007,Dilluns,4011.81,3738.79,3632.92,3577.53,3631.32,3813.40,4532.68,5469.46,5890.42,6147.87,6297.96,6393.16,6511.57,6347.86,6126.36,6263.91,6354.16,6359.41,6316.62,6662.24,6824.83,6435.95,5759.61,5204.81,0.00,132304.64
16/10/2007,Dimarts,4736.79,4399.74,4261.27,4223.24,4224.31,4383.26,4934.52,5847.92,6259.29,6188.24,6356.21,6437.88,6516.34,6492.94,6287.04,6441.13,6519.75,6564.17,6585.67,6939.18,6996.52,6566.05,5895.60,5302.61,0.00,139359.65
17/10/2007,Dimecres,4828.18,4525.93,4327.33,4340.68,4301.11,4371.91,4975.53,5823.88,6235.59,6231.34,6404.24,6518.56,6594.20,6514.43,6292.02,6402.73,6465.25,6530.79,6484.11,6827.85,6881.56,6483.09,5757.83,5140.43,0.00,139258.57
18/10/2007,Dijous,4759.98,4530.88,4347.09,4319.53,4323.97,4446.27,5060.70,5944.08,6314.33,6217.88,6386.02,6482.10,6578.23,6490.93,6261.01,6446.43,6547.58,6633.67,6546.88,6900.9,6963.31,6500.29,5804.22,5201.52,0.00,140007.80
19/10/2007,Divendres,4841.24,4522.42,4328.83,4275.36,4274.19,4388.78,5019.04,5910.84,6326.65,6398.25,6524.39,6621.17,6692.04,6519.37,6235.64,6254.66,6257.75,6307.29,6266.50,6680.49,6732.57,6356.35,5720.12,5220.77,0.00,138674.70
20/10/2007,Dissabte,4859.67,4590.23,4361.34,4237.84,4165.70,4095.14,4168.51,4470.63,4713.42,5041.90,5370.82,5433.74,5430.55,5325.40,5068.70,4817.17,4732.38,4769.66,4893.30,5400.9,5562.35,5388.34,4980.11,4580.66,0.00,116458.44
21/10/2007,Diumenge,4210.03,3876.95,3672.33,3574.70,3515.39,3499.74,3575.48,3683.87,3683.66,4026.97,4286.02,4432.04,4436.93,4462.50,4420.90,4210.74,4114.06,4139.74,4232.73,4831.87,5249.74,5250.39,4912.31,4500.52,0.00,100799.60
22/10/2007,Dilluns,4066.92,3831.82,3721.03,3649.09,3675.58,3944.45,4707.23,5708.00,6168.07,6087.80,6207.98,6303.34,6383.11,6321.00,6096.06,6202.91,6277.97,6313.99,6400.80,6911.85,6970.25,6593.56,5854.95,5281.89,0.00,133679.66
23/10/2007,Dimarts,4837.77,4573.25,4369.01,4337.57,4345.26,4480.01,5091.22,5985.95,6469.26,6351.01,6451.58,6484.21,6542.09,6401.89,6154.08,6227.77,6313.07,6393.64,6461.22,6901,6945.78,6537.13,5835.97,5251.12,0.00,139740.85
24/10/2007,Dimecres,4772.11,4468.01,4332.21,4248.47,4271.35,4407.74,4966.65,5898.02,6349.77,6265.55,6417.17,6449.73,6492.63,6394.05,6162.00,6283.17,6384.79,6449.53,6514.70,6942.03,7005.29,6635.68,5926.75,5348.14,0.00,139385.53
25/10/2007,Dijous,4883.45,4523.24,4389.01,4350.03,4361.93,4496.63,5109.00,6020.39,6522.78,6412.96,6520.27,6576.11,6636.14,6559.82,6372.20,6496.61,6568.17,6695.72,6796.04,7164.61,7129.37,6734.25,6021.60,5442.62,0.00,142782.93
26/10/2007,Divendres,4999.27,4686.02,4492.65,4437.50,4425.41,4562.17,5114.38,6055.68,6518.40,6428.17,6543.41,6555.08,6570.48,6426.49,6240.54,6373.30,6345.22,6395.67,6440.42,6908.41,6951.13,6613.43,5921.33,5465.80,0.00,141470.33
27/10/2007,Dissabte,5099.73,4756.25,4479.64,4345.93,4249.51,4201.94,4278.32,4598.13,4882.67,5226.86,5577.90,5628.44,5575.86,5458.76,5161.95,4976.06,4895.22,4878.91,5003.68,5584.5,5752.05,5628.67,5245.07,4856.88,0.00,120342.94
28/10/2007,Diumenge,4502.11,4191.20,3964.48,3822.07,3702.67,3703.10,3695.50,3814.83,3812.97,4089.09,4405.79,4551.86,4606.21,4601.47,4677.65,4595.92,4429.21,4308.78,4465.91,5110.74,5332.97,5424.64,5384.27,5117.38,4731.92,111042.74
29/10/2007,Dilluns,4284.40,4013.33,3949.25,3935.44,3993.00,4174.08,4973.69,5759.67,6244.31,6279.64,6481.89,6527.60,6588.17,6541.23,6287.96,6359.18,6398.04,6473.35,6932.45,7008.32,6807.65,6475.11,5834.42,5336.66,0.00,137658.83
30/10/2007,Dimarts,4885.19,4606.24,4438.79,4386.52,4385.58,4535.06,5153.46,5877.00,6328.31,6321.02,6500.13,6525.39,6584.22,6532.49,6269.50,6336.49,6420.63,6563.35,7050.41,7073.97,6898.38,6544.05,5836.62,5362.79,0.00,141415.59
31/10/2007,Dimecres,4866.45,4634.78,4476.33,4387.91,4399.40,4555.91,5166.54,5843.06,6284.75,6345.34,6564.16,6585.29,6652.13,6529.62,6279.56,6391.22,6420.96,6561.32,6969.83,6907.11,6711.25,6320.35,5665.62,5296.81,0.00,140815.68
01/11/2007,Dijous,4896.15,4627.11,4392.42,4213.18,4165.16,4052.23,4026.90,3967.23,4176.73,4527.31,4762.09,4835.71,4831.81,4868.18,4813.98,4651.01,4590.17,4672.40,5279.86,5457.05,5532.87,5497.00,5161.33,4834.88,0.00,112832.75
02/11/2007,Divendres,4454.78,4107.70,3908.69,3856.44,3870.29,3980.44,4419.87,4810.09,5142.66,5482.77,5727.21,5716.12,5706.76,5620.70,5420.49,5312.54,5370.40,5565.27,6083.18,6145.04,6099.91,5876.46,5397.41,5027.90,0.00,123103.11
03/11/2007,Dissabte,4646.05,4301.75,4095.22,3968.03,3890.25,3924.34,4052.30,4178.35,4405.39,4885.08,5201.19,5235.60,5194.01,5173.96,4982.05,4823.17,4757.54,4982.69,5565.37,5654.66,5728.23,5569.59,5164.12,4861.01,0.00,115239.93
04/11/2007,Diumenge,4505.95,4138.09,3860.07,3748.45,3704.09,3672.17,3688.39,3647.48,3819.42,4115.83,4355.06,4426.94,4497.62,4570.70,4548.85,4386.78,4306.92,4515.55,5156.44,5261.91,5431.17,5412.59,5101.81,4708.69,0.00,105580.97
05/11/2007,Dilluns,4227.55,3976.00,3809.39,3794.62,3823.30,4057.01,4861.06,5658.96,6244.12,6362.51,6565.56,6643.44,6688.27,6566.29,6338.73,6469.26,6511.25,6703.45,7119.70,7077.11,6957.15,6586.35,5961.87,5486.95,0.00,138489.90
06/11/2007,Dimarts,5020.94,4696.59,4533.27,4469.81,4466.89,4609.31,5251.20,5971.32,6448.03,6523.96,6807.05,6800.82,6827.73,6753.15,6475.31,6493.45,6499.61,6769.12,7233.71,7129.7,7016.14,6633.84,6044.86,5521.43,0.00,144997.24
07/11/2007,Dimecres,5068.96,4736.37,4555.58,4511.92,4472.80,4571.64,5165.30,5931.45,6408.71,6488.90,6665.20,6676.47,6690.04,6580.62,6311.69,6391.81,6443.12,6709.69,7097.49,7115.5,6941.56,6527.55,5938.33,5476.64,0.00,143477.34
08/11/2007,Dijous,4999.71,4686.85,4494.29,4478.52,4425.41,4535.30,5123.96,5934.02,6393.19,6506.94,6702.27,6730.33,6753.35,6653.92,6368.35,6444.85,6472.04,6733.76,7198.75,7169.23,7012.13,6671.85,6058.93,5559.64,0.00,144107.58
09/11/2007,Divendres,5083.51,4804.31,4588.24,4468.00,4533.10,4670.83,5316.69,6136.95,6599.47,6684.75,6889.48,6886.21,6896.30,6778.41,6483.80,6495.39,6515.89,6780.45,7159.58,7127.1,6977.40,6644.90,6075.20,5658.68,0.00,146254.62
10/11/2007,Dissabte,5278.46,4941.59,4635.89,4508.65,4396.25,4357.65,4415.40,4607.48,4925.83,5350.51,5695.79,5730.70,5663.78,5599.47,5333.76,5159.72,5096.55,5402.30,5887.19,6001.42,6014.50,5838.94,5494.58,5131.66,0.00,125468.06
11/11/2007,Diumenge,4746.83,4381.75,4096.19,3935.30,3858.54,3854.95,3913.56,3883.68,4041.55,4372.53,4683.72,4768.40,4716.50,4765.91,4771.84,4637.14,4597.77,4838.12,5447.17,5611.15,5776.97,5775.08,5449.83,4987.56,0.00,111912.03
12/11/2007,Dilluns,4532.26,4207.97,4071.69,3998.40,3996.10,4250.01,5063.20,5931.09,6508.34,6616.41,6857.46,6882.37,6922.71,6872.55,6622.73,6729.12,6772.10,7067.38,7438.12,7347.86,7205.12,6856.20,6207.21,5693.47,0.00,144649.85
13/11/2007,Dimarts,5178.73,4830.16,4615.14,4535.92,4550.44,4687.82,5312.72,6136.99,6641.81,6715.32,6949.16,6929.35,6972.74,6826.96,6539.86,6621.02,6670.58,6962.89,7433.07,7396.79,7266.74,6924.68,6299.41,5758.09,0.00,148756.36
14/11/2007,Dimecres,5211.59,4889.02,4691.15,4613.44,4623.76,4753.20,5321.51,6146.42,6623.93,6757.49,6959.00,6989.12,6979.85,6861.32,6628.06,6687.38,6712.54,6995.22,7380.37,7318.62,7180.53,6922.24,6193.97,5702.01,0.00,149141.70
15/11/2007,Dijous,5180.35,4834.54,4651.91,4593.02,4587.18,4698.74,5426.95,6301.25,6833.67,6956.82,7126.16,7132.14,7145.53,7045.05,6746.64,6845.26,6945.06,7276.26,7683.91,7727.46,7603.84,7219.81,6532.95,5974.02,0.00,153068.50
16/11/2007,Divendres,5467.13,5069.38,4866.53,4778.44,4786.59,4901.50,5582.09,6456.60,7035.43,7159.04,7405.23,7376.77,7358.16,7145.20,6841.98,6873.20,6949.58,7295.03,7762.21,7739.17,7583.38,7248.08,6645.05,6218.41,0.00,156544.16
17/11/2007,Dissabte,5726.92,5296.01,4993.55,4852.60,4736.82,4630.66,4739.59,4939.84,5306.85,5848.85,6208.22,6275.41,6196.19,6049.57,5768.79,5618.63,5647.54,6034.65,6555.16,6617.91,6692.00,6540.33,6075.72,5785.11,0.00,137136.89
18/11/2007,Diumenge,5262.39,4794.66,4467.50,4240.44,4186.93,4146.02,4173.85,4214.44,4355.62,4767.19,5112.32,5234.79,5203.19,5248.09,5246.91,5148.65,5155.08,5451.43,5987.96,6201.16,6383.99,6374.56,6011.07,5548.87,0.00,122917.10
19/11/2007,Dilluns,4953.55,4537.73,4383.07,4321.62,4317.78,4524.34,5398.26,6401.57,7040.08,7330.73,7542.99,7450.62,7451.63,7191.07,6909.05,7007.15,7138.86,7359.14,7613.23,7510.13,7333.29,7037.73,6448.62,5908.02,0.00,153110.24
20/11/2007,Dimarts,5263.40,4930.58,4766.88,4726.87,4724.99,4859.41,5523.28,6451.75,7018.57,7219.92,7412.31,7316.73,7281.12,7015.92,6755.91,6920.10,7040.23,7370.10,7581.63,7450.65,7301.36,7100.50,6398.10,5865.26,0.00,154295.57
21/11/2007,Dimecres,5296.88,4941.76,4733.11,4647.58,4583.76,4715.90,5376.50,6286.57,6740.62,6879.42,7059.94,6916.33,6889.13,6626.80,6347.82,6455.75,6545.47,6944.66,7257.43,7173.15,7034.11,6746.01,6089.13,5621.84,0.00,147909.67
22/11/2007,Dijous,5035.39,4682.72,4501.80,4446.91,4398.72,4581.36,5219.35,6081.50,6602.56,6772.14,6871.61,6837.94,6878.18,6652.29,6414.09,6540.85,6705.79,7087.74,7337.68,7227.1,7052.36,6801.46,6156.62,5692.17,0.00,146578.31
23/11/2007,Divendres,5149.97,4797.75,4600.75,4510.82,4461.90,4615.11,5182.97,6099.51,6616.42,6771.60,6957.83,6938.85,6927.81,6710.79,6442.81,6493.71,6584.80,6976.07,7231.53,7164.33,6989.02,6752.04,6147.84,5772.21,0.00,146896.43
24/11/2007,Dissabte,5287.35,4917.65,4648.96,4488.53,4363.49,4315.54,4351.21,4640.96,4962.64,5413.09,5757.84,5818.06,5782.57,5720.24,5462.20,5332.42,5291.94,5638.80,6064.70,6118.63,6085.26,5951.00,5486.33,5265.24,0.00,127164.62
25/11/2007,Diumenge,4823.69,4466.13,4192.98,4013.34,3918.75,3906.61,3940.59,3995.27,4061.57,4447.24,4767.87,4889.96,4859.41,4944.38,4975.54,4858.67,4827.73,5157.43,5700.31,5872.5,6037.43,6038.62,5698.71,5295.89,0.00,115690.61
26/11/2007,Dilluns,4743.57,4371.43,4192.75,4135.07,4149.47,4367.31,5248.09,6254.86,6850.73,7091.81,7230.05,7142.98,7127.77,6852.24,6567.07,6621.42,6740.30,7216.80,7638.36,7583.01,7445.83,7165.69,6502.98,5969.47,0.00,149209.06
27/11/2007,Dimarts,5366.82,4959.66,4730.14,4675.58,4651.91,4794.18,5482.59,6423.16,6994.62,7168.02,7311.48,7223.04,7182.79,6887.74,6602.02,6693.63,6842.35,7332.21,7708.02,7675.21,7507.63,7204.57,6576.79,6026.52,0.00,154020.66
28/11/2007,Dimecres,5373.41,4988.71,4778.36,4670.21,4649.87,4817.42,5510.57,6461.45,6996.03,7237.44,7409.51,7335.59,7305.63,7025.69,6757.09,6870.87,6992.81,7430.76,7777.22,7709.17,7558.47,7260.40,6591.39,6094.03,0.00,155602.10
29/11/2007,Dijous,5447.65,5068.23,4815.81,4752.75,4750.13,4896.50,5549.75,6531.50,7035.90,7174.71,7316.71,7229.16,7156.53,6901.36,6625.56,6752.39,6925.61,7475.35,7829.68,7759.32,7621.96,7377.73,6701.14,6122.85,0.00,155818.28
30/11/2007,Divendres,5525.06,5159.14,4911.04,4820.49,4774.17,4942.12,5617.33,6580.96,7121.14,7278.43,7384.72,7296.63,7246.29,6949.16,6639.91,6675.97,6743.10,7211.94,7583.37,7518.88,7348.70,7111.68,6507.63,6051.59,0.00,154999.42
01/12/2007,Dissabte,5533.71,5130.18,4873.71,4689.42,4590.38,4541.22,4613.12,4928.32,5215.89,5694.47,5993.71,6020.69,5893.91,5684.88,5463.84,5368.27,5377.17,5852.38,6257.93,6296.17,6329.98,6211.76,5763.36,5486.28,0.00,131810.74
02/12/2007,Diumenge,4996.78,4604.17,4316.82,4147.43,4024.35,3995.26,4039.74,4107.85,4150.08,4542.62,4849.16,4921.11,4966.45,5032.37,5019.58,4922.19,4921.00,5316.58,5782.35,5888.12,6010.13,6052.05,5762.39,5358.57,0.00,117727.15
03/12/2007,Dilluns,4829.41,4469.53,4259.34,4181.55,4208.55,4428.53,5267.31,6281.62,6914.71,7088.78,7281.45,7171.58,7123.62,6824.07,6549.11,6601.38,6687.66,7170.66,7506.90,7418.93,7296.07,7107.22,6450.29,5939.15,0.00,149057.39
04/12/2007,Dimarts,5343.02,4982.83,4774.02,4710.73,4668.35,4842.60,5495.00,6409.77,6975.57,6958.01,7095.68,7017.53,6974.27,6711.48,6413.14,6504.68,6617.16,7099.11,7418.98,7353.64,7241.44,7062.56,6452.57,5934.82,0.00,151056.97
05/12/2007,Dimecres,5366.13,4955.96,4744.97,4705.66,4688.09,4813.45,5458.97,6335.71,6819.94,6916.71,7089.40,6944.19,6887.97,6631.47,6369.82,6417.75,6484.67,6962.98,7290.54,7167.09,7017.62,6868.23,6238.08,5851.36,0.00,149026.76
06/12/2007,Dijous,5363.05,4970.51,4722.41,4618.06,4540.41,4480.31,4495.57,4687.22,4812.85,5133.85,5404.30,5444.36,5454.21,5510.97,5370.74,5266.68,5247.55,5664.86,6034.71,6048.86,6120.61,6060.54,5698.93,5356.91,0.00,126508.46
07/12/2007,Divendres,4924.43,4537.43,4270.36,4173.77,4148.93,4222.29,4640.94,5173.36,5545.34,5920.26,6183.53,6211.39,6274.71,6308.00,6142.14,6032.85,6043.59,6358.54,6659.97,6635.09,6544.07,6282.67,5826.09,5446.98,0.00,134506.71
08/12/2007,Dissabte,4976.49,4654.09,4375.67,4208.32,4172.44,4124.38,4199.28,4352.20,4483.16,4859.13,5177.57,5242.08,5181.16,5217.95,5128.84,5015.32,5022.08,5380.85,5759.92,5823.4,5907.82,5905.37,5572.43,5285.62,0.00,120025.57
09/12/2007,Diumenge,4831.64,4470.69,4188.51,4012.00,3916.89,3873.18,3929.52,3955.66,4023.85,4344.54,4620.42,4725.76,4683.69,4779.95,4770.88,4626.60,4623.64,5048.98,5586.62,5700.76,5833.00,5813.99,5441.79,5154.00,0.00,112956.56
10/12/2007,Dilluns,4644.71,4305.71,4144.05,4054.63,4072.28,4303.66,5167.25,6243.80,6816.18,6967.39,7139.13,7023.57,6988.67,6745.80,6477.77,6553.56,6679.81,7198.54,7571.92,7488.87,7340.28,7092.46,6522.87,6017.30,0.00,147560.20
11/12/2007,Dimarts,5383.75,5009.85,4818.96,4680.48,4724.19,4888.76,5558.01,6554.35,7130.49,7253.94,7370.97,7238.44,7179.16,6910.35,6627.09,6706.31,6826.98,7349.91,7745.97,7697.36,7573.49,7382.37,6725.10,6154.83,0.00,155491.12
12/12/2007,Dimecres,5545.52,5138.86,4920.46,4860.04,4844.80,4957.32,5624.64,6650.22,7251.54,7358.47,7493.52,7324.78,7279.75,6983.72,6678.42,6782.48,6922.99,7438.76,7822.40,7769.68,7649.00,7472.72,6795.26,6274.94,0.00,157840.28
13/12/2007,Dijous,5622.00,5207.95,4980.64,4904.09,4888.14,5052.15,5733.39,6706.96,7343.45,7566.98,7706.67,7577.77,7517.33,7199.32,6882.27,6978.43,7151.61,7703.08,8114.89,8063.67,7904.28,7726.46,7046.40,6484.03,0.00,162061.94
